"","GEO_ID","NAME","education","gini","med_income","poverty","county","state","hiv_rate","cluster","county_long"
"1","0500000US01001","Autauga County, Alabama",89.6,0.4499,62660,15.2,"Autauga","Alabama",218,2,"Autauga County"
"2","0500000US01003","Baldwin County, Alabama",91,0.4572,64346,9.2,"Baldwin","Alabama",174,2,"Baldwin County"
"3","0500000US01005","Barbour County, Alabama",75.7,0.5046,36422,28.6,"Barbour","Alabama",514,5,"Barbour County"
"4","0500000US01007","Bibb County, Alabama",80.5,0.4532,54277,18.1,"Bibb","Alabama",269,4,"Bibb County"
"5","0500000US01009","Blount County, Alabama",83.6,0.4562,52830,13.7,"Blount","Alabama",81,4,"Blount County"
"6","0500000US01011","Bullock County, Alabama",77.6,0.5159,29063,29.5,"Bullock","Alabama",616,5,"Bullock County"
"7","0500000US01013","Butler County, Alabama",85.6,0.4712,45236,19.6,"Butler","Alabama",377,4,"Butler County"
"8","0500000US01015","Calhoun County, Alabama",85.2,0.4567,50977,15.8,"Calhoun","Alabama",255,2,"Calhoun County"
"9","0500000US01017","Chambers County, Alabama",82.8,0.4146,47232,15.4,"Chambers","Alabama",360,4,"Chambers County"
"10","0500000US01019","Cherokee County, Alabama",79.8,0.4702,43475,12.9,"Cherokee","Alabama",133,4,"Cherokee County"
"11","0500000US01021","Chilton County, Alabama",81.8,0.4416,56243,17,"Chilton","Alabama",169,4,"Chilton County"
"12","0500000US01023","Choctaw County, Alabama",80.6,0.4775,38581,19.7,"Choctaw","Alabama",279,4,"Choctaw County"
"13","0500000US01025","Clarke County, Alabama",82.2,0.5146,44108,25,"Clarke","Alabama",202,4,"Clarke County"
"14","0500000US01027","Clay County, Alabama",83,0.4907,45163,15.5,"Clay","Alabama",173,4,"Clay County"
"15","0500000US01029","Cleburne County, Alabama",83.1,0.4887,48333,15.6,"Cleburne","Alabama",87,4,"Cleburne County"
"16","0500000US01031","Coffee County, Alabama",86.4,0.43,59034,15.4,"Coffee","Alabama",180,1,"Coffee County"
"17","0500000US01033","Colbert County, Alabama",86.8,0.437,52017,15.5,"Colbert","Alabama",137,2,"Colbert County"
"18","0500000US01035","Conecuh County, Alabama",87.6,0.4253,37986,16.6,"Conecuh","Alabama",299,4,"Conecuh County"
"19","0500000US01037","Coosa County, Alabama",85.1,0.4242,50013,12.5,"Coosa","Alabama",205,1,"Coosa County"
"20","0500000US01039","Covington County, Alabama",85.2,0.4809,46186,17.7,"Covington","Alabama",164,4,"Covington County"
"21","0500000US01041","Crenshaw County, Alabama",81.2,0.5312,43103,14.6,"Crenshaw","Alabama",246,4,"Crenshaw County"
"22","0500000US01043","Cullman County, Alabama",84.2,0.4314,52690,12.7,"Cullman","Alabama",109,1,"Cullman County"
"23","0500000US01045","Dale County, Alabama",84.8,0.4466,50052,18.4,"Dale","Alabama",334,4,"Dale County"
"24","0500000US01047","Dallas County, Alabama",85.9,0.4638,34957,29.2,"Dallas","Alabama",415,4,"Dallas County"
"25","0500000US01049","DeKalb County, Alabama",78.2,0.4769,44037,20.7,"DeKalb","Alabama",110,4,"DeKalb County"
"26","0500000US01051","Elmore County, Alabama",87.6,0.4229,67597,10.6,"Elmore","Alabama",280,1,"Elmore County"
"27","0500000US01053","Escambia County, Alabama",81.7,0.4648,38464,23.8,"Escambia","Alabama",230,4,"Escambia County"
"28","0500000US01055","Etowah County, Alabama",86.2,0.4549,46984,16,"Etowah","Alabama",222,2,"Etowah County"
"29","0500000US01057","Fayette County, Alabama",83,0.4661,43960,20.8,"Fayette","Alabama",95,4,"Fayette County"
"30","0500000US01059","Franklin County, Alabama",79.5,0.4307,43633,19.7,"Franklin","Alabama",87,4,"Franklin County"
"31","0500000US01061","Geneva County, Alabama",82.5,0.4399,43581,21.8,"Geneva","Alabama",172,4,"Geneva County"
"32","0500000US01063","Greene County, Alabama",84.4,0.4747,28826,36.4,"Greene","Alabama",480,5,"Greene County"
"33","0500000US01065","Hale County, Alabama",81.3,0.4892,32294,24.6,"Hale","Alabama",531,4,"Hale County"
"34","0500000US01067","Henry County, Alabama",81.3,0.4597,55870,15.2,"Henry","Alabama",287,4,"Henry County"
"35","0500000US01069","Houston County, Alabama",87.8,0.4819,50222,17.6,"Houston","Alabama",418,2,"Houston County"
"36","0500000US01071","Jackson County, Alabama",82.4,0.4529,43785,17.9,"Jackson","Alabama",102,4,"Jackson County"
"37","0500000US01073","Jefferson County, Alabama",91,0.5021,58330,15.7,"Jefferson","Alabama",679,2,"Jefferson County"
"38","0500000US01075","Lamar County, Alabama",82.5,0.4337,43324,17.7,"Lamar","Alabama",206,4,"Lamar County"
"39","0500000US01077","Lauderdale County, Alabama",88.7,0.4618,50000,13,"Lauderdale","Alabama",123,2,"Lauderdale County"
"40","0500000US01079","Lawrence County, Alabama",83.2,0.4254,51712,16.8,"Lawrence","Alabama",89,4,"Lawrence County"
"41","0500000US01081","Lee County, Alabama",91.4,0.5093,57191,19.4,"Lee","Alabama",219,2,"Lee County"
"42","0500000US01083","Limestone County, Alabama",86.5,0.4326,70736,12.7,"Limestone","Alabama",145,1,"Limestone County"
"43","0500000US01085","Lowndes County, Alabama",84.7,0.5104,31961,22.4,"Lowndes","Alabama",549,4,"Lowndes County"
"44","0500000US01087","Macon County, Alabama",83.5,0.4982,39303,23.4,"Macon","Alabama",633,4,"Macon County"
"45","0500000US01089","Madison County, Alabama",92,0.4629,71153,11.4,"Madison","Alabama",258,2,"Madison County"
"46","0500000US01091","Marengo County, Alabama",86.6,0.5298,35379,21.6,"Marengo","Alabama",194,4,"Marengo County"
"47","0500000US01093","Marion County, Alabama",81.3,0.4431,44551,17.3,"Marion","Alabama",156,4,"Marion County"
"48","0500000US01095","Marshall County, Alabama",83.5,0.4645,52938,19.1,"Marshall","Alabama",158,4,"Marshall County"
"49","0500000US01097","Mobile County, Alabama",87.9,0.4674,51169,17.9,"Mobile","Alabama",563,2,"Mobile County"
"50","0500000US01099","Monroe County, Alabama",82.4,0.504,32631,24,"Monroe","Alabama",208,4,"Monroe County"
"51","0500000US01101","Montgomery County, Alabama",87.7,0.4933,52511,18.8,"Montgomery","Alabama",827,2,"Montgomery County"
"52","0500000US01103","Morgan County, Alabama",84.7,0.4523,56128,14.9,"Morgan","Alabama",149,2,"Morgan County"
"53","0500000US01105","Perry County, Alabama",78.6,0.4539,27057,36.1,"Perry","Alabama",419,5,"Perry County"
"54","0500000US01107","Pickens County, Alabama",83.3,0.4633,43389,24.7,"Pickens","Alabama",344,4,"Pickens County"
"55","0500000US01109","Pike County, Alabama",87.3,0.5323,40106,23,"Pike","Alabama",405,2,"Pike County"
"56","0500000US01111","Randolph County, Alabama",80.3,0.4817,47081,18.8,"Randolph","Alabama",102,4,"Randolph County"
"57","0500000US01113","Russell County, Alabama",85.3,0.4744,44065,21.8,"Russell","Alabama",420,4,"Russell County"
"58","0500000US01115","St. Clair County, Alabama",86,0.4086,65070,11.4,"St. Clair","Alabama",168,1,"St. Clair County"
"59","0500000US01117","Shelby County, Alabama",93.6,0.4445,82592,6.9,"Shelby","Alabama",181,3,"Shelby County"
"60","0500000US01119","Sumter County, Alabama",87.3,0.4807,27099,30.8,"Sumter","Alabama",355,4,"Sumter County"
"61","0500000US01121","Talladega County, Alabama",82.9,0.461,45400,17.8,"Talladega","Alabama",258,4,"Talladega County"
"62","0500000US01123","Tallapoosa County, Alabama",81.6,0.4684,50652,16.5,"Tallapoosa","Alabama",216,4,"Tallapoosa County"
"63","0500000US01125","Tuscaloosa County, Alabama",89.6,0.4612,57508,17.2,"Tuscaloosa","Alabama",294,2,"Tuscaloosa County"
"64","0500000US01127","Walker County, Alabama",82.3,0.4544,47442,16.9,"Walker","Alabama",153,4,"Walker County"
"65","0500000US01129","Washington County, Alabama",86.2,0.5133,44512,14.8,"Washington","Alabama",116,2,"Washington County"
"66","0500000US01131","Wilcox County, Alabama",79.2,0.4696,36385,27.6,"Wilcox","Alabama",240,4,"Wilcox County"
"67","0500000US01133","Winston County, Alabama",79.3,0.4638,46096,17.4,"Winston","Alabama",59,4,"Winston County"
"68","0500000US02013","Aleutians East Borough, Alaska",84.7,0.3956,72258,12.2,"Aleutians East","Alaska",13,1,"Aleutians East Borough"
"69","0500000US02016","Aleutians West Census Area, Alaska",91,0.3457,90708,7.6,"Aleutians West","Alaska",11,3,"Aleutians West Census Area"
"70","0500000US02020","Anchorage Municipality, Alaska",94.2,0.4274,88871,8.8,"Anchorage","Alaska",4,3,"Anchorage Municipality"
"71","0500000US02050","Bethel Census Area, Alaska",82,0.4568,57460,28.6,"Bethel","Alaska",12,4,"Bethel Census Area"
"72","0500000US02060","Bristol Bay Borough, Alaska",94.7,0.4012,81563,5,"Bristol Bay","Alaska",7,3,"Bristol Bay Borough"
"73","0500000US02063","Chugach Census Area, Alaska",95.4,0.3776,87868,5.2,"Chugach","Alaska",2,3,"Chugach Census Area"
"74","0500000US02066","Copper River Census Area, Alaska",94.1,0.4203,67439,9.3,"Copper River","Alaska",7,1,"Copper River Census Area"
"75","0500000US02068","Denali Borough, Alaska",98.4,0.3697,78750,14.1,"Denali","Alaska",2,1,"Denali Borough"
"76","0500000US02070","Dillingham Census Area, Alaska",86.5,0.4222,62115,17.6,"Dillingham","Alaska",2,1,"Dillingham Census Area"
"77","0500000US02090","Fairbanks North Star Borough, Alaska",94.5,0.4241,78321,6.5,"Fairbanks North Star","Alaska",2,3,"Fairbanks North Star Borough"
"78","0500000US02100","Haines Borough, Alaska",97.7,0.4273,63355,12.6,"Haines","Alaska",13,1,"Haines Borough"
"79","0500000US02105","Hoonah-Angoon Census Area, Alaska",93.7,0.4448,55990,9.4,"Hoonah-Angoon","Alaska",4,1,"Hoonah-Angoon Census Area"
"80","0500000US02110","Juneau City and Borough, Alaska",95.4,0.4054,90126,6.9,"Juneau","Alaska",7,3,"Juneau City and Borough"
"81","0500000US02122","Kenai Peninsula Borough, Alaska",94,0.4543,70609,12.7,"Kenai Peninsula","Alaska",8,1,"Kenai Peninsula Borough"
"82","0500000US02130","Ketchikan Gateway Borough, Alaska",94,0.4317,77820,8.8,"Ketchikan Gateway","Alaska",6,3,"Ketchikan Gateway Borough"
"83","0500000US02150","Kodiak Island Borough, Alaska",90.5,0.3955,83765,7.3,"Kodiak Island","Alaska",2,3,"Kodiak Island Borough"
"84","0500000US02158","Kusilvak Census Area, Alaska",79.6,0.4371,37975,37.9,"Kusilvak","Alaska",4,5,"Kusilvak Census Area"
"85","0500000US02164","Lake and Peninsula Borough, Alaska",89.3,0.4207,49688,15.5,"Lake and Peninsula","Alaska",9,1,"Lake and Peninsula Borough"
"86","0500000US02170","Matanuska-Susitna Borough, Alaska",93.7,0.4252,79300,10.3,"Matanuska-Susitna","Alaska",12,3,"Matanuska-Susitna Borough"
"87","0500000US02180","Nome Census Area, Alaska",87.6,0.435,63977,22.4,"Nome","Alaska",1,2,"Nome Census Area"
"88","0500000US02185","North Slope Borough, Alaska",87.7,0.4072,83992,9.4,"North Slope","Alaska",4,3,"North Slope Borough"
"89","0500000US02188","Northwest Arctic Borough, Alaska",84.3,0.4313,68654,23.2,"Northwest Arctic","Alaska",11,4,"Northwest Arctic Borough"
"90","0500000US02195","Petersburg Borough, Alaska",91.5,0.4275,71696,4.9,"Petersburg","Alaska",5,1,"Petersburg Borough"
"91","0500000US02198","Prince of Wales-Hyder Census Area, Alaska",92.4,0.4322,55857,18.4,"Prince of Wales-Hyder","Alaska",9,1,"Prince of Wales-Hyder Census Area"
"92","0500000US02220","Sitka City and Borough, Alaska",94.8,0.3778,82083,6.6,"Sitka","Alaska",10,3,"Sitka City and Borough"
"93","0500000US02230","Skagway Municipality, Alaska",90.5,0.3576,75000,5.8,"Skagway","Alaska",11,1,"Skagway Municipality"
"94","0500000US02240","Southeast Fairbanks Census Area, Alaska",92.6,0.4322,68634,10.1,"Southeast Fairbanks","Alaska",5,1,"Southeast Fairbanks Census Area"
"95","0500000US02275","Wrangell City and Borough, Alaska",84.8,0.4152,54891,8,"Wrangell","Alaska",8,1,"Wrangell City and Borough"
"96","0500000US02282","Yakutat City and Borough, Alaska",94.6,0.2949,72083,6.7,"Yakutat","Alaska",2,1,"Yakutat City and Borough"
"97","0500000US02290","Yukon-Koyukuk Census Area, Alaska",87.1,0.4752,43405,23.7,"Yukon-Koyukuk","Alaska",2,4,"Yukon-Koyukuk Census Area"
"98","0500000US04001","Apache County, Arizona",82.2,0.5055,34788,34.4,"Apache","Arizona",231,5,"Apache County"
"99","0500000US04003","Cochise County, Arizona",88.7,0.4353,55077,15.2,"Cochise","Arizona",200,1,"Cochise County"
"100","0500000US04005","Coconino County, Arizona",91,0.4768,61888,17.1,"Coconino","Arizona",143,2,"Coconino County"
"101","0500000US04007","Gila County, Arizona",86.9,0.4455,51406,20,"Gila","Arizona",121,2,"Gila County"
"102","0500000US04009","Graham County, Arizona",83.4,0.4065,57105,21.2,"Graham","Arizona",97,4,"Graham County"
"103","0500000US04011","Greenlee County, Arizona",87.7,0.3685,67723,13.3,"Greenlee","Arizona",2,1,"Greenlee County"
"104","0500000US04012","La Paz County, Arizona",84,0.4708,39732,22.9,"La Paz","Arizona",6,4,"La Paz County"
"105","0500000US04013","Maricopa County, Arizona",88.8,0.4572,72944,12.7,"Maricopa","Arizona",329,2,"Maricopa County"
"106","0500000US04015","Mohave County, Arizona",87.4,0.4512,49738,16.2,"Mohave","Arizona",153,2,"Mohave County"
"107","0500000US04017","Navajo County, Arizona",84.5,0.4534,46126,25.3,"Navajo","Arizona",146,4,"Navajo County"
"108","0500000US04019","Pima County, Arizona",89.4,0.4652,59215,15.9,"Pima","Arizona",311,2,"Pima County"
"109","0500000US04021","Pinal County, Arizona",87.6,0.422,65488,12.1,"Pinal","Arizona",293,1,"Pinal County"
"110","0500000US04023","Santa Cruz County, Arizona",77.7,0.4774,45089,21.5,"Santa Cruz","Arizona",191,4,"Santa Cruz County"
"111","0500000US04025","Yavapai County, Arizona",91.6,0.4434,56170,12.6,"Yavapai","Arizona",147,1,"Yavapai County"
"112","0500000US04027","Yuma County, Arizona",74.9,0.4585,52563,18.2,"Yuma","Arizona",185,4,"Yuma County"
"113","0500000US05001","Arkansas County, Arkansas",86.7,0.4544,55022,16,"Arkansas","Arkansas",280,2,"Arkansas County"
"114","0500000US05003","Ashley County, Arkansas",85.2,0.5146,42683,16.2,"Ashley","Arkansas",146,2,"Ashley County"
"115","0500000US05005","Baxter County, Arkansas",88.7,0.4738,43530,12.7,"Baxter","Arkansas",122,2,"Baxter County"
"116","0500000US05007","Benton County, Arkansas",89.7,0.4603,76887,8.6,"Benton","Arkansas",130,3,"Benton County"
"117","0500000US05009","Boone County, Arkansas",89.1,0.4348,48625,13.7,"Boone","Arkansas",88,1,"Boone County"
"118","0500000US05011","Bradley County, Arkansas",84.1,0.4686,41972,15.7,"Bradley","Arkansas",105,4,"Bradley County"
"119","0500000US05013","Calhoun County, Arkansas",84.2,0.393,55904,12.8,"Calhoun","Arkansas",121,1,"Calhoun County"
"120","0500000US05015","Carroll County, Arkansas",85.2,0.4577,53366,15.2,"Carroll","Arkansas",253,2,"Carroll County"
"121","0500000US05017","Chicot County, Arkansas",78.4,0.5581,33770,28.2,"Chicot","Arkansas",365,5,"Chicot County"
"122","0500000US05019","Clark County, Arkansas",90.5,0.4574,45351,20.9,"Clark","Arkansas",142,2,"Clark County"
"123","0500000US05021","Clay County, Arkansas",84.3,0.4363,39817,20.4,"Clay","Arkansas",107,4,"Clay County"
"124","0500000US05023","Cleburne County, Arkansas",88.2,0.4561,48400,14.3,"Cleburne","Arkansas",110,2,"Cleburne County"
"125","0500000US05025","Cleveland County, Arkansas",90.7,0.4575,48183,14.7,"Cleveland","Arkansas",125,2,"Cleveland County"
"126","0500000US05027","Columbia County, Arkansas",87,0.5483,41115,24.3,"Columbia","Arkansas",203,2,"Columbia County"
"127","0500000US05029","Conway County, Arkansas",88.1,0.4813,45812,19.8,"Conway","Arkansas",160,2,"Conway County"
"128","0500000US05031","Craighead County, Arkansas",89.7,0.4846,51788,17.7,"Craighead","Arkansas",201,2,"Craighead County"
"129","0500000US05033","Crawford County, Arkansas",84.9,0.4414,52057,17.8,"Crawford","Arkansas",107,4,"Crawford County"
"130","0500000US05035","Crittenden County, Arkansas",84.5,0.4582,46452,21,"Crittenden","Arkansas",595,4,"Crittenden County"
"131","0500000US05037","Cross County, Arkansas",81.8,0.4611,45247,17.2,"Cross","Arkansas",252,4,"Cross County"
"132","0500000US05039","Dallas County, Arkansas",87.7,0.4594,34337,13.4,"Dallas","Arkansas",6,2,"Dallas County"
"133","0500000US05041","Desha County, Arkansas",80.9,0.4587,33295,25.5,"Desha","Arkansas",230,4,"Desha County"
"134","0500000US05043","Drew County, Arkansas",87,0.4775,42891,20.4,"Drew","Arkansas",173,4,"Drew County"
"135","0500000US05045","Faulkner County, Arkansas",93.1,0.4596,54845,15.7,"Faulkner","Arkansas",194,2,"Faulkner County"
"136","0500000US05047","Franklin County, Arkansas",86.5,0.4484,42128,22.3,"Franklin","Arkansas",62,4,"Franklin County"
"137","0500000US05049","Fulton County, Arkansas",85.9,0.433,36950,20.8,"Fulton","Arkansas",106,4,"Fulton County"
"138","0500000US05051","Garland County, Arkansas",90.4,0.4617,49985,17,"Garland","Arkansas",251,2,"Garland County"
"139","0500000US05053","Grant County, Arkansas",91.6,0.4581,62479,12.7,"Grant","Arkansas",156,2,"Grant County"
"140","0500000US05055","Greene County, Arkansas",88.7,0.4169,51367,16.5,"Greene","Arkansas",102,1,"Greene County"
"141","0500000US05057","Hempstead County, Arkansas",83.8,0.4458,43592,22,"Hempstead","Arkansas",199,4,"Hempstead County"
"142","0500000US05059","Hot Spring County, Arkansas",88.6,0.4246,46724,15.3,"Hot Spring","Arkansas",262,1,"Hot Spring County"
"143","0500000US05061","Howard County, Arkansas",88.1,0.4572,39558,19.3,"Howard","Arkansas",184,2,"Howard County"
"144","0500000US05063","Independence County, Arkansas",85.8,0.4552,50028,15.2,"Independence","Arkansas",175,2,"Independence County"
"145","0500000US05065","Izard County, Arkansas",82.1,0.4734,45318,15.2,"Izard","Arkansas",140,4,"Izard County"
"146","0500000US05067","Jackson County, Arkansas",83.5,0.4648,39154,22.8,"Jackson","Arkansas",237,4,"Jackson County"
"147","0500000US05069","Jefferson County, Arkansas",88.4,0.469,43720,20.8,"Jefferson","Arkansas",519,2,"Jefferson County"
"148","0500000US05071","Johnson County, Arkansas",80.1,0.4676,40628,18.3,"Johnson","Arkansas",70,4,"Johnson County"
"149","0500000US05073","Lafayette County, Arkansas",81.1,0.4486,36083,24.7,"Lafayette","Arkansas",112,4,"Lafayette County"
"150","0500000US05075","Lawrence County, Arkansas",84.8,0.4497,40746,14,"Lawrence","Arkansas",95,4,"Lawrence County"
"151","0500000US05077","Lee County, Arkansas",81.7,0.5806,29082,27,"Lee","Arkansas",507,5,"Lee County"
"152","0500000US05079","Lincoln County, Arkansas",81.2,0.4555,49474,19.7,"Lincoln","Arkansas",336,4,"Lincoln County"
"153","0500000US05081","Little River County, Arkansas",89.9,0.4299,57614,14.2,"Little River","Arkansas",209,1,"Little River County"
"154","0500000US05083","Logan County, Arkansas",87.7,0.4251,46570,16.4,"Logan","Arkansas",78,1,"Logan County"
"155","0500000US05085","Lonoke County, Arkansas",89.9,0.4268,62561,12,"Lonoke","Arkansas",101,1,"Lonoke County"
"156","0500000US05087","Madison County, Arkansas",84.9,0.4553,47862,17.3,"Madison","Arkansas",134,4,"Madison County"
"157","0500000US05089","Marion County, Arkansas",86.2,0.4402,41038,18.6,"Marion","Arkansas",108,4,"Marion County"
"158","0500000US05091","Miller County, Arkansas",86.9,0.4767,46610,17.7,"Miller","Arkansas",360,2,"Miller County"
"159","0500000US05093","Mississippi County, Arkansas",82.6,0.4777,45740,21.4,"Mississippi","Arkansas",251,4,"Mississippi County"
"160","0500000US05095","Monroe County, Arkansas",78.8,0.4724,41667,22.9,"Monroe","Arkansas",340,4,"Monroe County"
"161","0500000US05097","Montgomery County, Arkansas",84,0.4524,41032,18.5,"Montgomery","Arkansas",67,4,"Montgomery County"
"162","0500000US05099","Nevada County, Arkansas",91,0.4106,42670,21.3,"Nevada","Arkansas",145,1,"Nevada County"
"163","0500000US05101","Newton County, Arkansas",85.2,0.4067,42817,10.5,"Newton","Arkansas",80,1,"Newton County"
"164","0500000US05103","Ouachita County, Arkansas",87.6,0.4307,43338,21.6,"Ouachita","Arkansas",281,4,"Ouachita County"
"165","0500000US05105","Perry County, Arkansas",91.3,0.4264,47500,16.2,"Perry","Arkansas",130,1,"Perry County"
"166","0500000US05107","Phillips County, Arkansas",81.7,0.5011,32235,31.3,"Phillips","Arkansas",332,5,"Phillips County"
"167","0500000US05109","Pike County, Arkansas",87.9,0.4687,46672,16.7,"Pike","Arkansas",82,2,"Pike County"
"168","0500000US05111","Poinsett County, Arkansas",81.5,0.4535,42854,20.4,"Poinsett","Arkansas",96,4,"Poinsett County"
"169","0500000US05113","Polk County, Arkansas",88.5,0.4931,43444,22.2,"Polk","Arkansas",92,2,"Polk County"
"170","0500000US05115","Pope County, Arkansas",84.2,0.4768,47322,15.9,"Pope","Arkansas",110,4,"Pope County"
"171","0500000US05117","Prairie County, Arkansas",86.8,0.4325,47335,10.4,"Prairie","Arkansas",173,1,"Prairie County"
"172","0500000US05119","Pulaski County, Arkansas",91.5,0.5105,55235,15.8,"Pulaski","Arkansas",603,2,"Pulaski County"
"173","0500000US05121","Randolph County, Arkansas",85.6,0.4604,42225,18.9,"Randolph","Arkansas",103,4,"Randolph County"
"174","0500000US05123","St. Francis County, Arkansas",82.3,0.5133,34981,28.4,"St. Francis","Arkansas",431,4,"St. Francis County"
"175","0500000US05125","Saline County, Arkansas",91.8,0.4063,68605,8.4,"Saline","Arkansas",132,1,"Saline County"
"176","0500000US05127","Scott County, Arkansas",80,0.4198,43577,17.4,"Scott","Arkansas",10,4,"Scott County"
"177","0500000US05129","Searcy County, Arkansas",80.2,0.4351,39627,25.9,"Searcy","Arkansas",74,4,"Searcy County"
"178","0500000US05131","Sebastian County, Arkansas",84.6,0.497,50226,16.7,"Sebastian","Arkansas",199,2,"Sebastian County"
"179","0500000US05133","Sevier County, Arkansas",73.5,0.4774,49470,19.8,"Sevier","Arkansas",151,4,"Sevier County"
"180","0500000US05135","Sharp County, Arkansas",82.2,0.4366,37361,18.1,"Sharp","Arkansas",80,4,"Sharp County"
"181","0500000US05137","Stone County, Arkansas",84.6,0.4551,32813,20.4,"Stone","Arkansas",111,4,"Stone County"
"182","0500000US05139","Union County, Arkansas",86.3,0.4907,46444,19.7,"Union","Arkansas",342,2,"Union County"
"183","0500000US05141","Van Buren County, Arkansas",85.1,0.4232,40763,16.3,"Van Buren","Arkansas",58,4,"Van Buren County"
"184","0500000US05143","Washington County, Arkansas",86.5,0.4829,56610,16,"Washington","Arkansas",179,2,"Washington County"
"185","0500000US05145","White County, Arkansas",85.8,0.4674,46345,14.4,"White","Arkansas",134,2,"White County"
"186","0500000US05147","Woodruff County, Arkansas",82.4,0.4945,43717,22.4,"Woodruff","Arkansas",252,4,"Woodruff County"
"187","0500000US05149","Yell County, Arkansas",77.5,0.4224,51070,14.8,"Yell","Arkansas",167,4,"Yell County"
"188","0500000US06001","Alameda County, California",89,0.4633,112017,9.3,"Alameda","California",424,3,"Alameda County"
"189","0500000US06003","Alpine County, California",93.7,0.4288,96000,12,"Alpine","California",2,3,"Alpine County"
"190","0500000US06005","Amador County, California",91.3,0.4539,69955,8.1,"Amador","California",483,1,"Amador County"
"191","0500000US06007","Butte County, California",90.3,0.4885,59863,18.2,"Butte","California",134,2,"Butte County"
"192","0500000US06009","Calaveras County, California",90.8,0.4326,70119,11.4,"Calaveras","California",126,1,"Calaveras County"
"193","0500000US06011","Colusa County, California",73.3,0.4689,61861,11.9,"Colusa","California",112,4,"Colusa County"
"194","0500000US06013","Contra Costa County, California",89.7,0.468,110455,8.2,"Contra Costa","California",278,3,"Contra Costa County"
"195","0500000US06015","Del Norte County, California",80.6,0.4438,53280,17.1,"Del Norte","California",183,4,"Del Norte County"
"196","0500000US06017","El Dorado County, California",94.7,0.4727,88770,8.5,"El Dorado","California",136,3,"El Dorado County"
"197","0500000US06019","Fresno County, California",77.9,0.4737,61276,20.8,"Fresno","California",271,4,"Fresno County"
"198","0500000US06021","Glenn County, California",76.5,0.426,56332,15.2,"Glenn","California",81,4,"Glenn County"
"199","0500000US06023","Humboldt County, California",91,0.4853,53350,19.7,"Humboldt","California",199,2,"Humboldt County"
"200","0500000US06025","Imperial County, California",70.4,0.4578,49078,22.5,"Imperial","California",275,4,"Imperial County"
"201","0500000US06027","Inyo County, California",92.1,0.4423,60925,10,"Inyo","California",149,1,"Inyo County"
"202","0500000US06029","Kern County, California",75.9,0.4649,58824,20.4,"Kern","California",289,4,"Kern County"
"203","0500000US06031","Kings County, California",73.6,0.4105,63267,16,"Kings","California",147,4,"Kings County"
"204","0500000US06033","Lake County, California",86.6,0.5021,53399,17.5,"Lake","California",243,2,"Lake County"
"205","0500000US06035","Lassen County, California",80,0.4034,59292,13.3,"Lassen","California",97,1,"Lassen County"
"206","0500000US06037","Los Angeles County, California",80,0.4969,76367,14.2,"Los Angeles","California",602,2,"Los Angeles County"
"207","0500000US06039","Madera County, California",71.8,0.4388,66709,19,"Madera","California",184,4,"Madera County"
"208","0500000US06041","Marin County, California",93.4,0.5095,131008,6.9,"Marin","California",341,3,"Marin County"
"209","0500000US06043","Mariposa County, California",90.9,0.4369,53304,15.6,"Mariposa","California",139,1,"Mariposa County"
"210","0500000US06045","Mendocino County, California",86.6,0.4682,56378,16.3,"Mendocino","California",224,2,"Mendocino County"
"211","0500000US06047","Merced County, California",70.4,0.4639,58861,18.8,"Merced","California",175,4,"Merced County"
"212","0500000US06049","Modoc County, California",85.5,0.4089,51090,17.9,"Modoc","California",13,1,"Modoc County"
"213","0500000US06051","Mono County, California",87.2,0.3915,71138,12.1,"Mono","California",60,1,"Mono County"
"214","0500000US06053","Monterey County, California",73,0.4525,82013,12,"Monterey","California",213,4,"Monterey County"
"215","0500000US06055","Napa County, California",85.2,0.477,97498,7.5,"Napa","California",242,3,"Napa County"
"216","0500000US06057","Nevada County, California",95.1,0.4745,74617,9.5,"Nevada","California",140,3,"Nevada County"
"217","0500000US06059","Orange County, California",86.6,0.4662,100485,10.1,"Orange","California",268,3,"Orange County"
"218","0500000US06061","Placer County, California",94.8,0.4396,99734,7.1,"Placer","California",115,3,"Placer County"
"219","0500000US06063","Plumas County, California",94.6,0.4648,57885,12.5,"Plumas","California",131,2,"Plumas County"
"220","0500000US06065","Riverside County, California",83,0.4524,76066,12.5,"Riverside","California",496,2,"Riverside County"
"221","0500000US06067","Sacramento County, California",88.1,0.4456,76422,13.9,"Sacramento","California",350,1,"Sacramento County"
"222","0500000US06069","San Benito County, California",83.3,0.4076,95606,9.3,"San Benito","California",110,3,"San Benito County"
"223","0500000US06071","San Bernardino County, California",81.1,0.439,70287,15,"San Bernardino","California",282,4,"San Bernardino County"
"224","0500000US06073","San Diego County, California",88.3,0.4615,88240,10.9,"San Diego","California",485,3,"San Diego County"
"225","0500000US06075","San Francisco County, California",88.8,0.5118,126187,10.1,"San Francisco","California",1590,3,"San Francisco County"
"226","0500000US06077","San Joaquin County, California",80.3,0.4463,74962,13.7,"San Joaquin","California",235,4,"San Joaquin County"
"227","0500000US06079","San Luis Obispo County, California",91.9,0.451,82514,11.1,"San Luis Obispo","California",158,3,"San Luis Obispo County"
"228","0500000US06081","San Mateo County, California",90.8,0.4889,136837,6.2,"San Mateo","California",261,3,"San Mateo County"
"229","0500000US06083","Santa Barbara County, California",81.9,0.4841,84356,12.9,"Santa Barbara","California",163,2,"Santa Barbara County"
